Date,Open,High,Low,Close ,Adj Close ,Volume
10-Mar-25,"57,564.80","57,564.80","54,856.74","56,252.06","56,252.06",-
3-Mar-25,"59,524.47","59,856.68","56,483.48","57,564.80","57,564.80",-
24-Feb-25,"60,137.69","60,413.05","58,391.27","59,524.47","59,524.47",-
17-Feb-25,"61,386.58","61,667.52","60,082.32","60,137.69","60,137.69",-
10-Feb-25,"60,611.04","61,523.98","60,264.57","61,386.58","61,386.58",-
3-Feb-25,"60,775.20","61,364.07","59,562.37","60,611.04","60,611.04",-
27-Jan-25,"61,333.85","61,573.00","60,007.55","60,775.20","60,775.20",-
20-Jan-25,"60,289.42","61,584.55","60,289.42","61,333.85","61,333.85",-
13-Jan-25,"58,470.83","60,468.93","57,921.70","60,289.42","60,289.42",-
6-Jan-25,"59,659.67","60,438.93","58,268.26","58,470.83","58,470.83",-
30-Dec-24,"59,833.50","59,833.50","58,499.92","59,659.67","59,659.67",-
23-Dec-24,"59,494.13","60,617.17","59,166.68","59,833.50","59,833.50",-
16-Dec-24,"60,877.49","61,239.72","58,519.72","59,494.13","59,494.13",-
9-Dec-24,"61,423.33","61,425.56","60,719.06","60,877.49","60,877.49",-
2-Dec-24,"60,880.74","61,498.43","60,850.09","61,423.33","61,423.33",-
25-Nov-24,"60,269.90","61,006.06","60,269.90","60,880.74","60,880.74",-
18-Nov-24,"59,000.85","60,299.37","58,857.98","60,269.90","60,269.90",-
11-Nov-24,"60,309.18","60,616.97","58,822.67","59,000.85","59,000.85",-
4-Nov-24,"57,410.46","60,458.26","57,132.39","60,309.18","60,309.18",-
28-Oct-24,"58,080.41","58,606.68","57,158.44","57,410.46","57,410.46",-
21-Oct-24,"58,763.38","58,763.38","57,639.82","58,080.41","58,080.41",-
14-Oct-24,"58,213.06","58,895.59","58,171.16","58,763.38","58,763.38",-
7-Oct-24,"57,538.28","58,268.17","56,893.12","58,213.06","58,213.06",-
30-Sep-24,"57,418.70","57,662.16","56,750.93","57,538.28","57,538.28",-
23-Sep-24,"57,100.66","57,673.22","57,051.17","57,418.70","57,418.70",-
16-Sep-24,"56,251.42","57,429.43","56,049.56","57,100.66","57,100.66",-
9-Sep-24,"54,070.97","56,348.94","53,987.80","56,251.42","56,251.42",-
2-Sep-24,"56,554.44","56,554.44","54,015.51","54,070.97","54,070.97",-
26-Aug-24,"56,430.30","56,608.78","55,660.14","56,554.44","56,554.44",-
19-Aug-24,"55,519.82","56,464.67","55,498.74","56,430.30","56,430.30",-
12-Aug-24,"53,461.49","55,598.41","53,242.62","55,519.82","55,519.82",-
